split,pair_id,classification,first_row_index,second_row_index,first_review_id,second_review_id,hamming_distance,length_ratio,character_trigram_jaccard,sequence_ratio,has_label_conflict,has_mixed_missing_labels,first_preview,second_preview,conflicting_label_columns,mixed_missing_label_columns
train,7657212aa778493c2a94f281abf746cce22d8c1eb3a2fac63d72926e435245a5,high_confidence,61199,76221,61200,76222,7,0.9583333333333334,0.9027027027027027,0.9598108747044918,False,False,"Chất vải nỉ sờ vào bình thường, không quá dày dặn. Được cái quần may rất chuẩn, mình mặc vừa in không cần sửa. Mức giá này thực sự hơi chát, cộng thêm việc s...","Chất vải nỉ sờ vào bình thường, không quá dày dặn. Được cái quần may rất chuẩn, mình mặc vừa in không cần sửa. Tuy nhiên mức giá này thực sự hơi chát, cộng t...",,
train,7c8b1f767b08957748c0c8ec0ec47434aa4ca4d2e093d7065ccd8771263b7d55,high_confidence,16675,61941,16676,61942,6,0.989247311827957,0.9014084507042254,0.9837837837837838,True,False,"cũng được nhưng rộng không ôm gì cả, rộng lắm không giống ôm như trong hình, vải thì được rồi","cũng được nhưng rộng không ôm j cả, rộng lắm không giống ôm như trong hình, vải thì được rồi",Chất liệu,
train,5505bf0d2945c20bb60bbe974af41d4245643069d11893ee6467a8cb7d023538,high_confidence,37698,81732,37699,81733,6,0.8644859813084113,0.898936170212766,0.9273182957393483,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop phả...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,dd819625c6a99fde5d82403acf2752b267b02333b5c6c96523ec4c7d518909b7,high_confidence,32933,41240,32934,41241,7,0.957345971563981,0.8984771573604061,0.9588377723970944,False,False,Mình mua set đồ này mặc lên người cực kỳ vừa vặn. Săn được đúng đợt flash sale nên mua được với giá siêu hời. Tuy nhiên khâu đóng gói của shop chỉ ở mức bình...,Mình mua set đồ này mặc lên người cực kỳ vừa vặn và thoải mái. Săn được đúng đợt flash sale nên mua được với giá siêu hời. Tuy nhiên khâu đóng gói của shop c...,,
train,525b2fb911d44cc756d2b4f4f234bbd27b6c207aa23500586cd2d19345bd5783,high_confidence,10648,15798,10649,15799,7,0.9803921568627451,0.8974358974358975,0.9900990099009901,False,False,giao không đúg màu đặc sọc trắng đen giao màu đen.,giao không đúng màu đặc sọc trắng đen giao màu đen.,,
train,91cff5d5c609501f65edf4f0429cd4576556fdecc1fca3af6d2ab4fca3c3f405,high_confidence,8022,54078,8023,54079,5,0.9063829787234042,0.8967136150234741,0.9508928571428571,False,False,"Mình mua set đồ này mặc lên người cực kỳ vừa vặn. Săn được đúng đợt flash sale nên mua được với giá rẻ bất ngờ, vô cùng hời. Tuy nhiên khâu đóng gói của shop...","Mình mua set đồ này mặc lên người cực kỳ vừa vặn, không bị rộng hay bó. Săn được đúng đợt flash sale nên mua được với giá rẻ bất ngờ, vô cùng hời. Tuy nhiên ...",,
train,3aa7de2fe311042230ce39c162ac5584404bb7bed2f483dcf981e32950754249,high_confidence,54078,56972,54079,56973,5,0.9063829787234042,0.8967136150234741,0.9508928571428571,False,False,"Mình mua set đồ này mặc lên người cực kỳ vừa vặn, không bị rộng hay bó. Săn được đúng đợt flash sale nên mua được với giá rẻ bất ngờ, vô cùng hời. Tuy nhiên ...","Mình mua set đồ này mặc lên người cực kỳ vừa vặn. Săn được đúng đợt flash sale nên mua được với giá rẻ bất ngờ, vô cùng hời. Tuy nhiên khâu đóng gói của shop...",,
train,3aa7de2fe311042230ce39c162ac5584404bb7bed2f483dcf981e32950754249,high_confidence,54078,64440,54079,64441,5,0.9063829787234042,0.8967136150234741,0.9508928571428571,False,False,"Mình mua set đồ này mặc lên người cực kỳ vừa vặn, không bị rộng hay bó. Săn được đúng đợt flash sale nên mua được với giá rẻ bất ngờ, vô cùng hời. Tuy nhiên ...","Mình mua set đồ này mặc lên người cực kỳ vừa vặn. Săn được đúng đợt flash sale nên mua được với giá rẻ bất ngờ, vô cùng hời. Tuy nhiên khâu đóng gói của shop...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,1039,53432,1040,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,1171,53432,1172,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,2345,53432,2346,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,6673,53432,6674,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,12495,53432,12496,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,21901,53432,21902,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,22596,53432,22597,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,24811,53432,24812,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,26102,53432,26103,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,27966,53432,27967,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,28365,53432,28366,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,35846,53432,35847,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,37482,53432,37483,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,42040,53432,42041,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,45994,53432,45995,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,47097,53432,47098,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,49081,53432,49082,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,50690,53432,50691,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,f1ce29fc90da2f531eb12c2b7dbc297ab44dafe73ce0f28d8310dfc600f21e0c,high_confidence,51768,53432,51769,53433,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,d41bede135990bd09e3011a8f2c7dd8cc8766fb4d6f1922654595ec67b108ad9,high_confidence,53432,63216,53433,63217,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,d41bede135990bd09e3011a8f2c7dd8cc8766fb4d6f1922654595ec67b108ad9,high_confidence,53432,72409,53433,72410,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,d41bede135990bd09e3011a8f2c7dd8cc8766fb4d6f1922654595ec67b108ad9,high_confidence,53432,75049,53433,75050,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,d41bede135990bd09e3011a8f2c7dd8cc8766fb4d6f1922654595ec67b108ad9,high_confidence,53432,81581,53433,81582,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,d41bede135990bd09e3011a8f2c7dd8cc8766fb4d6f1922654595ec67b108ad9,high_confidence,53432,83209,53433,83210,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,d41bede135990bd09e3011a8f2c7dd8cc8766fb4d6f1922654595ec67b108ad9,high_confidence,53432,88856,53433,88857,2,0.9107142857142857,0.896551724137931,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, không quá mềm mịn, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,4b08ffdf75e4babb3b68023f3eb270429c4c823791035a9cf6ac961c52249bfc,high_confidence,6826,87044,6827,87045,6,0.8951965065502183,0.8926829268292683,0.9447004608294931,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn, mình mặc khá thoải mái. Giá cả ở mức trung bình, t...",,
train,4b08ffdf75e4babb3b68023f3eb270429c4c823791035a9cf6ac961c52249bfc,high_confidence,34603,87044,34604,87045,6,0.8951965065502183,0.8926829268292683,0.9447004608294931,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn, mình mặc khá thoải mái. Giá cả ở mức trung bình, t...",,
train,4b08ffdf75e4babb3b68023f3eb270429c4c823791035a9cf6ac961c52249bfc,high_confidence,66540,87044,66541,87045,6,0.8951965065502183,0.8926829268292683,0.9447004608294931,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn, mình mặc khá thoải mái. Giá cả ở mức trung bình, t...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,1039,45502,1040,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,1171,45502,1172,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,2345,45502,2346,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,6673,45502,6674,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,12495,45502,12496,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,21901,45502,21902,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,22596,45502,22597,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,24811,45502,24812,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,26102,45502,26103,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
train,cf1d418997fd2b0dca862383dbf1f833c2da825ede91178724a70f11b347c67e,high_confidence,27966,45502,27967,45503,2,0.9107142857142857,0.8921568627450981,0.9532710280373832,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, không quá mềm mịn. Kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền n...",,
